Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Risk_Intervention_Level,Predicted_Exam_Score,Primary_Risk_Drivers,Action_Plan
STU1739,Male,16,94.4521611543781,8.186704292895685,64.07966221307109,Bachelor's,Medium,99,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1982,Female,17,78.82043722704488,6.474892423254117,87.16624607892145,Associate's,Medium,99,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1323,Female,18,81.07660111953899,5.593540721705172,94.70414123987636,Master's,Medium,99,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1651,Male,15,89.98852577136111,8.470439820131448,64.00045661185626,High School,Medium,99,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1237,Male,18,97.8346286957596,10.0,47.75018898496863,High School,High,99,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1557,Male,17,95.94521447114784,9.250173993816194,61.28469638244405,High School,Medium,99,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1473,Male,18,82.73442952875476,10.0,86.0203755953796,High School,Medium,99,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1898,Female,15,83.5094199027196,9.558241553757307,68.01606649343908,High School,Medium,99,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1476,Female,17,79.17422607906677,5.059761683615973,79.13431352361553,Associate's,Medium,99,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1601,Male,15,88.25078596106894,8.232417714972424,43.70769727148293,Associate's,High,99,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1609,Female,15,82.79195634461817,8.461255275280923,67.55924058593784,Associate's,Medium,99,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1632,Female,16,97.82860901044045,8.775953827651325,64.31241323836845,High School,Medium,99,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1887,Female,15,95.9966067468582,5.408382040729289,63.73531012170872,Master's,Medium,99,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1783,Male,16,84.11993985298442,8.060481179642434,54.94242375412169,Associate's,High,99,Borderline attendance (75%-85%); Weak academic foundation (Previous grade <60),Counselor check-in to identify attendance obstacles. Attendance target set. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1290,Female,15,83.10050332713601,10.0,81.0537083972484,Associate's,Medium,99,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1491,Male,15,96.5515187568641,8.410566254570933,49.19412352778712,High School,High,99,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1105,Female,18,92.31540412435608,9.664966451267087,62.541370743404194,Associate's,Medium,99,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1379,Female,16,85.13243683783969,8.68375803233881,64.7843944258592,Associate's,Medium,99,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1130,Female,16,88.21106581987203,8.305813747506049,56.62871040000783,Bachelor's,Medium,99,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1779,Female,16,95.63942915750545,8.286230249100417,55.18164183680978,Associate's,Medium,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1958,Male,16,84.31153383018454,10.0,64.02741250204838,Master's,Medium,100,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1487,Male,16,97.44967192148604,10.0,44.09241986590382,Associate's,High,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1746,Female,16,95.01947459181096,7.218280405809875,53.44466497222305,Master's,High,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1877,Female,16,92.97303002695162,10.0,54.661232124428885,Master's,High,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1253,Female,15,84.53152803051974,5.842766446780172,84.94462860963618,Bachelor's,Medium,100,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1055,Female,18,97.57365167040112,10.0,40.0,High School,High,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1390,Female,16,98.6504454542054,7.884139343557354,61.483275078302896,Bachelor's,Medium,100,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1238,Male,16,94.80285550495748,7.065717460360469,55.469083439224,Bachelor's,Medium,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1868,Male,15,88.87414947507841,8.64233464971755,59.64764772013635,Master's,Medium,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1737,Male,16,98.85196920569116,10.0,57.251784761361776,Master's,Medium,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1862,Male,17,92.10105960534112,7.684400973308909,62.26222155618594,Associate's,Medium,100,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1892,Female,16,93.00738927068664,10.0,52.652283168247,Bachelor's,High,100,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1068,Female,15,86.46635867071492,9.419755860252396,64.66078104956563,Bachelor's,Medium,100,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1533,Female,17,84.8006698811366,9.041428432420291,81.45746165632156,High School,Medium,100,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
